time/h,Ecell/V,(Q-Qo)/mA.h/g
345.622,0.0634536,-238.748
345.63,0.0634142,-238.748
345.638,0.0634142,-238.748
345.647,0.0634536,-238.748
345.655,0.0634536,-238.748
345.663,0.0635323,-238.748
345.672,0.063493,-238.748
345.68,0.0633748,-238.748
345.688,0.063493,-238.748
345.697,0.063493,-238.748
345.705,0.0634536,-238.748
345.713,0.063493,-238.748
345.722,0.063493,-238.748
345.73,0.0635717,-238.748
345.738,0.0634536,-238.748
345.747,0.0635323,-238.748
345.755,0.063493,-238.748
345.763,0.0635323,-238.748
345.772,0.0634536,-238.748
345.78,0.0634142,-238.748
345.788,0.063493,-238.748
345.797,0.0635323,-238.748
345.805,0.0635323,-238.748
345.813,0.0635323,-238.748
345.822,0.0634536,-238.748
345.83,0.0635717,-238.748
345.838,0.063493,-238.748
345.847,0.063493,-238.748
345.855,0.0633748,-238.748
345.863,0.0634142,-238.748
345.872,0.063493,-238.748
345.88,0.0635717,-238.748
345.888,0.0634536,-238.748
345.897,0.0635717,-238.748
345.905,0.0636111,-238.748
345.913,0.0635323,-238.748
345.922,0.0635323,-238.748
345.93,0.0635323,-238.748
345.938,0.0634142,-238.748
345.947,0.0635323,-238.748
345.955,0.0634536,-238.748
345.963,0.063493,-238.748
345.972,0.0635323,-238.748
345.98,0.0635323,-238.748
345.988,0.0633748,-238.748
345.997,0.063493,-238.748
346.005,0.0634142,-238.748
346.013,0.0633748,-238.748
346.022,0.0635717,-238.748
346.03,0.0635717,-238.748
346.038,0.063493,-238.748
346.047,0.063493,-238.748
346.055,0.0635323,-238.748
346.063,0.063493,-238.748
346.072,0.063493,-238.748
346.08,0.0635323,-238.748
346.088,0.0634536,-238.748
346.097,0.0636111,-238.748
346.105,0.0633748,-238.748
346.113,0.063493,-238.748
346.122,0.0635717,-238.748
346.13,0.063493,-238.748
346.138,0.0635323,-238.748
346.147,0.0634142,-238.748
346.155,0.0635717,-238.748
346.163,0.0634142,-238.748
346.172,0.063493,-238.748
346.18,0.063493,-238.748
346.188,0.0634536,-238.748
346.197,0.0635323,-238.748
346.205,0.0634536,-238.748
346.213,0.0636111,-238.748
346.222,0.063493,-238.748
346.23,0.0635323,-238.748
346.238,0.0635717,-238.748
346.247,0.063493,-238.748
346.255,0.063493,-238.748
346.263,0.063493,-238.748
346.272,0.0635323,-238.748
346.28,0.0635717,-238.748
346.288,0.0635717,-238.748
346.297,0.0635323,-238.748
346.305,0.063493,-238.748
346.313,0.0635717,-238.748
346.322,0.0635323,-238.748
346.33,0.0635323,-238.748
346.338,0.0635717,-238.748
346.347,0.0634536,-238.748
346.355,0.0636111,-238.748
346.363,0.0636111,-238.748
346.372,0.0635323,-238.748
346.38,0.0635717,-238.748
346.388,0.0634536,-238.748
346.397,0.0635323,-238.748
346.405,0.0635717,-238.748
346.413,0.0636111,-238.748
346.422,0.0635717,-238.748
346.43,0.0635717,-238.748
346.438,0.0636111,-238.748
346.447,0.0635717,-238.748
346.455,0.0635323,-238.748
346.463,0.0635717,-238.748
346.472,0.063493,-238.748
346.48,0.0637292,-238.748
346.488,0.0636505,-238.748
346.497,0.0635323,-238.748
346.505,0.0635323,-238.748
346.513,0.0635323,-238.748
346.522,0.063493,-238.748
346.53,0.0635717,-238.748
346.538,0.0635717,-238.748
346.547,0.0635717,-238.748
346.555,0.0635717,-238.748
346.563,0.0636111,-238.748
346.572,0.0635717,-238.748
346.58,0.0633748,-238.748
346.588,0.0636111,-238.748
346.597,0.0635717,-238.748
346.605,0.0635323,-238.748
346.613,0.063493,-238.748
346.622,0.0635717,-238.748
346.63,0.0635323,-238.748
346.638,0.0635323,-238.748
346.647,0.0635717,-238.748
346.655,0.0635717,-238.748
346.663,0.0636505,-238.748
346.672,0.0635323,-238.748
346.68,0.0635717,-238.748
346.688,0.0636111,-238.748
346.697,0.0636111,-238.748
346.705,0.0636111,-238.748
346.713,0.0636505,-238.748
346.722,0.0635717,-238.748
346.73,0.0635717,-238.748
346.738,0.0635717,-238.748
346.747,0.0635323,-238.748
346.755,0.0635717,-238.748
346.763,0.063493,-238.748
346.772,0.0636111,-238.748
346.78,0.0635717,-238.748
346.788,0.0635717,-238.748
346.797,0.0636111,-238.748
346.805,0.0636111,-238.748
346.813,0.0636505,-238.748
346.822,0.0635323,-238.748
346.83,0.0636111,-238.748
346.838,0.0636111,-238.748
346.847,0.0636111,-238.748
346.855,0.0636111,-238.748
346.863,0.0635717,-238.748
346.872,0.0636505,-238.748
346.88,0.063493,-238.748
346.888,0.063493,-238.748
346.897,0.0636111,-238.748
346.905,0.0636899,-238.748
346.913,0.0635717,-238.748
346.922,0.0635323,-238.748
346.93,0.0636505,-238.748
346.938,0.0636111,-238.748
346.947,0.0636111,-238.748
346.955,0.0635323,-238.748
346.963,0.0635717,-238.748
346.972,0.0636111,-238.748
346.98,0.0636111,-238.748
346.988,0.0636899,-238.748
346.997,0.0635717,-238.748
347.005,0.0636111,-238.748
347.013,0.0636505,-238.748
347.022,0.0636899,-238.748
347.03,0.0636899,-238.748
347.038,0.0635323,-238.748
347.047,0.0635323,-238.748
347.055,0.0636111,-238.748
347.063,0.0635717,-238.748
347.072,0.0636111,-238.748
347.08,0.0635717,-238.748
347.088,0.0636111,-238.748
347.097,0.063493,-238.748
347.105,0.0636899,-238.748
347.113,0.0635717,-238.748
347.122,0.0636111,-238.748
347.13,0.0636111,-238.748
347.138,0.0635717,-238.748
347.147,0.0636899,-238.748
347.155,0.0636899,-238.748
347.163,0.0636111,-238.748
347.172,0.0635717,-238.748
347.18,0.0636899,-238.748
347.188,0.0636505,-238.748
347.197,0.0635323,-238.748
347.205,0.0636899,-238.748
347.213,0.0636505,-238.748
347.222,0.0636505,-238.748
347.23,0.0636505,-238.748
347.238,0.0635717,-238.748
347.247,0.0636111,-238.748
347.255,0.063493,-238.748
347.263,0.0636505,-238.748
347.272,0.063493,-238.748
347.28,0.0636111,-238.748
347.288,0.0637292,-238.748
347.297,0.0636505,-238.748
347.305,0.0635323,-238.748
347.313,0.0636899,-238.748
347.322,0.0636505,-238.748
347.33,0.0636899,-238.748
347.338,0.0635323,-238.748
347.347,0.0637292,-238.748
347.355,0.0637292,-238.748
347.363,0.0636111,-238.748
347.372,0.0637686,-238.748
347.38,0.0636899,-238.748
347.388,0.0637292,-238.748
347.397,0.0636899,-238.748
347.405,0.0636899,-238.748
347.413,0.0636111,-238.748
347.422,0.0637686,-238.748
347.43,0.0635323,-238.748
347.438,0.0636505,-238.748
347.447,0.0635717,-238.748
347.455,0.0636111,-238.748
347.463,0.0636111,-238.748
347.472,0.0637292,-238.748
347.48,0.0636111,-238.748
347.488,0.0636111,-238.748
347.497,0.0637292,-238.748
347.505,0.0636899,-238.748
347.513,0.0635717,-238.748
347.522,0.0636111,-238.748
347.53,0.0636111,-238.748
347.538,0.0636899,-238.748
347.547,0.0636111,-238.748
347.555,0.0636111,-238.748
347.563,0.0636111,-238.748
347.572,0.0637292,-238.748
347.58,0.0636899,-238.748
347.588,0.0636505,-238.748
347.597,0.0636505,-238.748
347.605,0.0636505,-238.748
347.613,0.0636899,-238.748
347.622,0.0635717,-238.748
347.63,0.0636111,-238.748
347.638,0.0636505,-238.748
347.647,0.0636899,-238.748
347.655,0.0636505,-238.748
347.663,0.0635717,-238.748
347.672,0.0637292,-238.748
347.68,0.0637686,-238.748
347.688,0.0637292,-238.748
347.697,0.0636505,-238.748
347.705,0.0637686,-238.748
347.713,0.0637292,-238.748
347.722,0.0636505,-238.748
347.73,0.0636111,-238.748
347.738,0.0636899,-238.748
347.747,0.0637292,-238.748
347.755,0.0636111,-238.748
347.763,0.0636505,-238.748
347.772,0.0637686,-238.748
347.78,0.0636111,-238.748
347.788,0.0637686,-238.748
347.797,0.0638867,-238.748
347.805,0.0636505,-238.748
347.813,0.0636899,-238.748
347.822,0.0636899,-238.748
347.83,0.0637292,-238.748
347.838,0.0636505,-238.748
347.847,0.0636111,-238.748
347.855,0.0636505,-238.748
347.863,0.0637292,-238.748
347.872,0.0637292,-238.748
347.88,0.0636505,-238.748
347.888,0.0636899,-238.748
347.897,0.0636505,-238.748
347.905,0.0636505,-238.748
347.913,0.0636505,-238.748
347.922,0.0636505,-238.748
347.93,0.0637292,-238.748
347.938,0.0636899,-238.748
347.947,0.0637686,-238.748
347.955,0.0636899,-238.748
347.963,0.0637686,-238.748
347.972,0.0635323,-238.748
347.98,0.0636111,-238.748
347.988,0.0637292,-238.748
347.997,0.0637292,-238.748
348.005,0.0636899,-238.748
348.013,0.0636111,-238.748
348.022,0.0636111,-238.748
348.03,0.0637292,-238.748
348.038,0.0636899,-238.748
348.047,0.0636899,-238.748
348.055,0.0636111,-238.748
348.063,0.0637292,-238.748
348.072,0.0637292,-238.748
348.08,0.0637292,-238.748
348.088,0.0637292,-238.748
348.097,0.0636505,-238.748
348.105,0.0635717,-238.748
348.113,0.0637292,-238.748
348.122,0.0636505,-238.748
348.13,0.0637292,-238.748
348.138,0.0636899,-238.748
348.147,0.0636899,-238.748
348.155,0.0636505,-238.748
348.163,0.0636899,-238.748
348.172,0.0636505,-238.748
348.18,0.063808,-238.748
348.188,0.0637686,-238.748
348.197,0.0636111,-238.748
348.205,0.0636111,-238.748
348.213,0.0637686,-238.748
348.222,0.0636505,-238.748
348.23,0.0636899,-238.748
348.238,0.0636899,-238.748
348.247,0.0637292,-238.748
348.255,0.0636899,-238.748
348.263,0.0637292,-238.748
348.272,0.063808,-238.748
348.28,0.0637686,-238.748
348.288,0.0637292,-238.748
348.297,0.063808,-238.748
348.305,0.0637686,-238.748
348.313,0.0636111,-238.748
348.322,0.0637292,-238.748
348.33,0.0636505,-238.748
348.338,0.0636899,-238.748
348.347,0.0638867,-238.748
348.355,0.0636111,-238.748
348.363,0.0637292,-238.748
348.372,0.0637292,-238.748
348.38,0.0637686,-238.748
348.388,0.0636111,-238.748
348.397,0.0637292,-238.748
348.405,0.0637292,-238.748
348.413,0.0636899,-238.748
348.422,0.0637292,-238.748
348.43,0.0636505,-238.748
348.438,0.063808,-238.748
348.447,0.0637686,-238.748
348.455,0.0637292,-238.748
348.463,0.0637292,-238.748
348.472,0.0638474,-238.748
348.48,0.0636899,-238.748
348.488,0.0637292,-238.748
348.497,0.0637292,-238.748
348.505,0.0637686,-238.748
348.513,0.0636899,-238.748
348.522,0.0637686,-238.748
348.53,0.0637686,-238.748
348.538,0.0637292,-238.748
348.547,0.0637292,-238.748
348.555,0.0637292,-238.748
348.563,0.0636899,-238.748
348.572,0.0636505,-238.748
348.58,0.0636505,-238.748
348.588,0.0637292,-238.748
348.597,0.0636899,-238.748
348.605,0.0636899,-238.748
348.613,0.0637686,-238.748
348.622,0.0637292,-238.748
348.63,0.0636899,-238.748
348.638,0.0637292,-238.748
348.647,0.0637292,-238.748
348.655,0.0636899,-238.748
348.663,0.0636505,-238.748
348.672,0.0637292,-238.748
348.68,0.063808,-238.748
348.688,0.063808,-238.748
348.697,0.0636899,-238.748
348.705,0.0637292,-238.748
348.713,0.0636899,-238.748
348.722,0.0637686,-238.748
348.73,0.0637292,-238.748
348.738,0.0637292,-238.748
348.747,0.0638474,-238.748
348.755,0.0636899,-238.748
348.763,0.0636899,-238.748
348.772,0.0637292,-238.748
348.78,0.0636111,-238.748
348.788,0.0636899,-238.748
348.797,0.0637292,-238.748
348.805,0.0638474,-238.748
348.813,0.0637292,-238.748
348.822,0.0637292,-238.748
348.83,0.0636899,-238.748
348.838,0.0637292,-238.748
348.847,0.0637292,-238.748
348.855,0.0637292,-238.748
348.863,0.063808,-238.748
348.872,0.063808,-238.748
348.88,0.0637292,-238.748
348.888,0.0636899,-238.748
348.897,0.0636505,-238.748
348.905,0.0637686,-238.748
348.913,0.0637292,-238.748
348.922,0.0637686,-238.748
348.93,0.0637686,-238.748
348.938,0.0637292,-238.748
348.947,0.0637292,-238.748
348.955,0.0638474,-238.748
348.963,0.0637686,-238.748
348.972,0.0637292,-238.748
348.98,0.0637292,-238.748
348.988,0.063808,-238.748
348.997,0.0637292,-238.748
349.005,0.0637292,-238.748
349.013,0.0637686,-238.748
349.022,0.063808,-238.748
349.03,0.0637686,-238.748
349.038,0.063808,-238.748
349.047,0.0637686,-238.748
349.055,0.0637292,-238.748
349.063,0.0637292,-238.748
349.072,0.0636899,-238.748
349.08,0.0637292,-238.748
349.088,0.0637292,-238.748
349.097,0.0637686,-238.748
349.105,0.0638474,-238.748
349.113,0.0638474,-238.748
349.122,0.0637686,-238.748
349.13,0.0638867,-238.748
349.138,0.0637686,-238.748
349.147,0.0636899,-238.748
349.155,0.0638474,-238.748
349.163,0.0637292,-238.748
349.172,0.0639261,-238.748
349.18,0.063808,-238.748
349.188,0.063808,-238.748
349.197,0.0636505,-238.748
349.205,0.0636899,-238.748
349.213,0.0638867,-238.748
349.222,0.0637686,-238.748
349.23,0.0637686,-238.748
349.238,0.063808,-238.748
349.247,0.063808,-238.748
349.255,0.0637686,-238.748
349.263,0.0638474,-238.748
349.272,0.0636505,-238.748
349.28,0.0637686,-238.748
349.288,0.0636899,-238.748
349.297,0.0637292,-238.748
349.305,0.0636505,-238.748
349.313,0.0638867,-238.748
349.322,0.0637292,-238.748
349.33,0.0638474,-238.748
349.338,0.0637686,-238.748
349.347,0.063808,-238.748
349.355,0.0637686,-238.748
349.363,0.063808,-238.748
349.372,0.063808,-238.748
349.38,0.063808,-238.748
349.388,0.0638474,-238.748
349.397,0.0638474,-238.748
349.405,0.0637292,-238.748
349.413,0.063808,-238.748
349.422,0.0637686,-238.748
349.43,0.0637686,-238.748
349.438,0.0637292,-238.748
349.447,0.0638474,-238.748
349.455,0.0638867,-238.748
349.463,0.0636899,-238.748
349.472,0.0638474,-238.748
349.48,0.063808,-238.748
349.488,0.063808,-238.748
349.497,0.0639261,-238.748
349.505,0.063808,-238.748
349.513,0.0638474,-238.748
349.522,0.063808,-238.748
349.53,0.063808,-238.748
349.538,0.0638474,-238.748
349.547,0.0638867,-238.748
349.555,0.0639261,-238.748
349.563,0.0638474,-238.748
349.572,0.0638867,-238.748
349.58,0.0638474,-238.748
349.588,0.0637686,-238.748
349.597,0.0637292,-238.748
349.605,0.0638867,-238.748
349.613,0.063808,-238.748
349.622,0.063808,-238.748
349.63,0.0638867,-238.748
349.638,0.0638867,-238.748
349.647,0.0638867,-238.748
349.655,0.0639261,-238.748
349.663,0.0638474,-238.748
349.672,0.0638474,-238.748
349.68,0.0638474,-238.748
349.688,0.0638867,-238.748
349.697,0.0639261,-238.748
349.705,0.0638867,-238.748
349.713,0.063808,-238.748
349.722,0.0639655,-238.748
349.73,0.0639261,-238.748
349.738,0.0637292,-238.748
349.747,0.063808,-238.748
349.755,0.0637686,-238.748
349.763,0.0638474,-238.748
349.772,0.063808,-238.748
349.78,0.0637686,-238.748
349.788,0.0638474,-238.748
349.797,0.0638867,-238.748
349.805,0.0638474,-238.748
349.813,0.063808,-238.748
349.822,0.0638474,-238.748
349.83,0.0638474,-238.748
349.838,0.063808,-238.748
349.847,0.0637686,-238.748
349.855,0.0638867,-238.748
349.863,0.0638474,-238.748
349.872,0.063808,-238.748
349.88,0.0637686,-238.748
349.888,0.0638867,-238.748
349.897,0.063808,-238.748
349.905,0.0638867,-238.748
349.913,0.063808,-238.748
349.922,0.0639261,-238.748
349.93,0.0637686,-238.748
349.938,0.0639261,-238.748
349.947,0.0638867,-238.748
349.955,0.0639261,-238.748
349.963,0.0637686,-238.748
349.972,0.0638474,-238.748
349.98,0.0638867,-238.748
349.988,0.0638474,-238.748
349.997,0.063808,-238.748
350.005,0.0638474,-238.748
350.013,0.0638867,-238.748
350.022,0.0638474,-238.748
350.03,0.0639655,-238.748
350.038,0.0638867,-238.748
350.047,0.063808,-238.748
350.055,0.0638867,-238.748
350.063,0.0639655,-238.748
350.072,0.063808,-238.748
350.08,0.0638867,-238.748
350.088,0.0639655,-238.748
350.097,0.063808,-238.748
350.105,0.063808,-238.748
350.113,0.0638867,-238.748
350.122,0.0639655,-238.748
350.13,0.0638867,-238.748
350.138,0.0638474,-238.748
350.147,0.0639261,-238.748
350.155,0.0639261,-238.748
350.163,0.0638474,-238.748
350.172,0.063808,-238.748
350.18,0.0638867,-238.748
350.188,0.0637292,-238.748
350.197,0.0639261,-238.748
350.205,0.063808,-238.748
350.213,0.0638867,-238.748
350.222,0.0640049,-238.748
350.23,0.0638474,-238.748
350.238,0.0639655,-238.748
350.247,0.063808,-238.748
350.255,0.0639655,-238.748
350.263,0.0639261,-238.748
350.272,0.0638474,-238.748
350.28,0.0639261,-238.748
350.288,0.0639261,-238.748
350.297,0.0638474,-238.748
350.305,0.0638474,-238.748
350.313,0.0637686,-238.748
350.322,0.0639261,-238.748
350.33,0.0639261,-238.748
350.338,0.0638474,-238.748
350.347,0.0640049,-238.748
350.355,0.0638474,-238.748
350.363,0.0638474,-238.748
350.372,0.0638867,-238.748
350.38,0.0639655,-238.748
350.388,0.0639261,-238.748
350.397,0.0639261,-238.748
350.405,0.0638867,-238.748
350.413,0.0639261,-238.748
350.422,0.0639261,-238.748
350.43,0.0639655,-238.748
350.438,0.063808,-238.748
350.447,0.0638867,-238.748
350.455,0.0638867,-238.748
350.463,0.0640443,-238.748
350.472,0.0639261,-238.748
350.48,0.063808,-238.748
350.488,0.0638474,-238.748
350.497,0.0638867,-238.748
350.505,0.0639261,-238.748
350.513,0.0639261,-238.748
350.522,0.0639655,-238.748
350.53,0.0639261,-238.748
350.538,0.0639261,-238.748
350.547,0.0638474,-238.748
350.555,0.0639261,-238.748
350.563,0.0639655,-238.748
350.572,0.0638867,-238.748
350.58,0.0638867,-238.748
350.588,0.0640049,-238.748
350.597,0.0639655,-238.748
350.605,0.0639655,-238.748
350.613,0.0638867,-238.748
350.622,0.0639261,-238.748
350.63,0.0638474,-238.748
350.638,0.063808,-238.748
350.647,0.0639261,-238.748
350.655,0.0639655,-238.748
350.663,0.0639261,-238.748
350.672,0.0638867,-238.748
350.68,0.0638867,-238.748
350.688,0.0638867,-238.748
350.697,0.0638474,-238.748
350.705,0.0638474,-238.748
350.713,0.0639261,-238.748
350.722,0.0638867,-238.748
350.73,0.0639261,-238.748
350.738,0.0639655,-238.748
350.747,0.0639261,-238.748
350.755,0.0640049,-238.748
350.763,0.0640049,-238.748
350.772,0.0639261,-238.748
350.78,0.0639261,-238.748
350.788,0.0640049,-238.748
350.797,0.0640049,-238.748
350.805,0.0639261,-238.748
350.813,0.0638867,-238.748
350.822,0.0639655,-238.748
350.83,0.0639261,-238.748
350.838,0.0640049,-238.748
350.847,0.0638867,-238.748
350.855,0.0640049,-238.748
350.863,0.0639655,-238.748
350.872,0.0639261,-238.748
350.88,0.0638474,-238.748
350.888,0.0639655,-238.748
350.897,0.0639261,-238.748
350.905,0.0640443,-238.748
350.913,0.0640836,-238.748
350.922,0.0640443,-238.748
350.93,0.0640049,-238.748
350.938,0.0638867,-238.748
350.947,0.0640049,-238.748
350.955,0.0639655,-238.748
350.963,0.0640049,-238.748
350.972,0.0638474,-238.748
350.98,0.0638867,-238.748
350.988,0.0639261,-238.748
350.997,0.0638474,-238.748
351.005,0.0640049,-238.748
351.013,0.0640049,-238.748
351.022,0.0638867,-238.748
351.03,0.0640049,-238.748
351.038,0.0640049,-238.748
351.047,0.0639261,-238.748
351.055,0.0639655,-238.748
351.063,0.0639655,-238.748
351.072,0.0639655,-238.748
351.08,0.0639261,-238.748
351.088,0.0640443,-238.748
351.097,0.0639655,-238.748
351.105,0.0640443,-238.748
351.113,0.0639655,-238.748
351.122,0.0639261,-238.748
351.13,0.0640049,-238.748
351.138,0.0640049,-238.748
351.147,0.064123,-238.748
351.155,0.0640443,-238.748
351.163,0.0640049,-238.748
351.172,0.0639261,-238.748
351.18,0.0639261,-238.748
351.188,0.0640836,-238.748
351.197,0.0640049,-238.748
351.205,0.0640049,-238.748
351.213,0.0640836,-238.748
351.222,0.0640049,-238.748
351.23,0.0640443,-238.748
351.238,0.0639261,-238.748
351.247,0.0638474,-238.748
351.255,0.064123,-238.748
351.263,0.0638867,-238.748
351.272,0.0640049,-238.748
351.28,0.0640443,-238.748
351.288,0.0640049,-238.748
351.297,0.0639655,-238.748
351.305,0.0640836,-238.748
351.313,0.0639655,-238.748
351.322,0.0640049,-238.748
351.33,0.0639655,-238.748
351.338,0.064123,-238.748
351.347,0.0639261,-238.748
351.355,0.0638474,-238.748
351.363,0.0640443,-238.748
351.372,0.0640836,-238.748
351.38,0.0640443,-238.748
351.388,0.0640836,-238.748
351.397,0.0640049,-238.748
351.405,0.0639261,-238.748
351.413,0.0638867,-238.748
351.422,0.0640836,-238.748
351.43,0.0640049,-238.748
351.438,0.0640049,-238.748
351.447,0.0639655,-238.748
351.455,0.0639261,-238.748
351.463,0.0640443,-238.748
351.472,0.0640049,-238.748
351.48,0.0639655,-238.748
351.488,0.0640443,-238.748
351.497,0.0639655,-238.748
351.505,0.0640443,-238.748
351.513,0.0639655,-238.748
351.522,0.0640049,-238.748
351.53,0.0638474,-238.748
351.538,0.0638474,-238.748
351.547,0.0640836,-238.748
351.555,0.0640443,-238.748
351.563,0.0640049,-238.748
351.572,0.0639655,-238.748
351.58,0.0640443,-238.748
351.588,0.0640049,-238.748
351.597,0.0640443,-238.748
351.605,0.0640049,-238.748
351.613,0.0640049,-238.748
351.622,0.0640836,-238.748
351.63,0.0640443,-238.748
351.638,0.0640836,-238.748
351.647,0.0638474,-238.748
351.655,0.0640836,-238.748
351.663,0.0639261,-238.748
351.672,0.0640443,-238.748
351.68,0.0639655,-238.748
351.688,0.0640836,-238.748
351.697,0.0640836,-238.748
351.705,0.0640049,-238.748
351.713,0.0640836,-238.748
351.722,0.0640049,-238.748
351.73,0.0640443,-238.748
351.738,0.064123,-238.748
351.747,0.0640443,-238.748
351.755,0.0640443,-238.748
351.763,0.0639655,-238.748
351.772,0.0640836,-238.748
351.78,0.0640049,-238.748
351.788,0.0640443,-238.748
351.797,0.0640836,-238.748
351.805,0.0640443,-238.748
351.813,0.0640443,-238.748
351.822,0.064123,-238.748
351.83,0.0640049,-238.748
351.838,0.0640049,-238.748
351.847,0.0640443,-238.748
351.855,0.064123,-238.748
351.863,0.0639655,-238.748
351.872,0.0640443,-238.748
351.88,0.0639261,-238.748
351.888,0.0640049,-238.748
351.897,0.0639261,-238.748
351.905,0.0641624,-238.748
351.913,0.0640836,-238.748
351.922,0.0640836,-238.748
351.93,0.064123,-238.748
351.938,0.0640443,-238.748
351.947,0.0640443,-238.748
351.955,0.0640836,-238.748
351.963,0.0639655,-238.748
351.972,0.0640049,-238.748
351.98,0.0639655,-238.748
351.988,0.064123,-238.748
351.997,0.0640836,-238.748
352.005,0.0640836,-238.748
352.013,0.0640049,-238.748
352.022,0.0640049,-238.748
352.03,0.0639655,-238.748
352.038,0.0640443,-238.748
352.047,0.064123,-238.748
352.055,0.0640836,-238.748
352.063,0.0639655,-238.748
352.072,0.0640049,-238.748
352.08,0.0640836,-238.748
352.088,0.064123,-238.748
352.097,0.0640049,-238.748
352.105,0.0640836,-238.748
352.113,0.0640049,-238.748
352.122,0.0641624,-238.748
352.13,0.0640443,-238.748
352.138,0.0640443,-238.748
352.147,0.0640443,-238.748
352.155,0.0640443,-238.748
352.163,0.0640836,-238.748
352.172,0.0641624,-238.748
352.18,0.0640049,-238.748
352.188,0.0641624,-238.748
352.197,0.064123,-238.748
352.205,0.064123,-238.748
352.213,0.0640443,-238.748
352.222,0.0642411,-238.748
352.23,0.0640049,-238.748
352.238,0.064123,-238.748
352.247,0.0640049,-238.748
352.255,0.0640836,-238.748
352.263,0.0640443,-238.748
352.272,0.0640443,-238.748
352.28,0.0640836,-238.748
352.288,0.0640443,-238.748
352.297,0.064123,-238.748
352.305,0.0640836,-238.748
352.313,0.064123,-238.748
352.322,0.0639655,-238.748
352.33,0.0640443,-238.748
352.338,0.064123,-238.748
352.347,0.0640443,-238.748
352.355,0.0641624,-238.748
352.363,0.0640836,-238.748
352.372,0.0641624,-238.748
352.38,0.064123,-238.748
352.388,0.0640443,-238.748
352.397,0.0641624,-238.748
352.405,0.0640443,-238.748
352.413,0.064123,-238.748
352.422,0.064123,-238.748
352.43,0.0640443,-238.748
352.438,0.0640049,-238.748
352.447,0.0640443,-238.748
352.455,0.064123,-238.748
352.463,0.064123,-238.748
352.472,0.0640836,-238.748
352.48,0.0641624,-238.748
352.488,0.0639655,-238.748
352.497,0.0641624,-238.748
352.505,0.064123,-238.748
352.513,0.0641624,-238.748
352.522,0.064123,-238.748
352.53,0.064123,-238.748
352.538,0.0642411,-238.748
352.547,0.0640836,-238.748
352.555,0.0641624,-238.748
352.563,0.0640443,-238.748
352.572,0.0641624,-238.748
352.58,0.0641624,-238.748
352.588,0.0640049,-238.748
352.597,0.0640836,-238.748
352.605,0.064123,-238.748
352.613,0.0640443,-238.748
352.622,0.064123,-238.748
352.63,0.064123,-238.748
352.638,0.064123,-238.748
352.647,0.0640049,-238.748
352.655,0.0642018,-238.748
352.663,0.0640049,-238.748
352.672,0.064123,-238.748
352.68,0.0641624,-238.748
352.688,0.0640443,-238.748
352.697,0.064123,-238.748
352.705,0.0640443,-238.748
352.713,0.064123,-238.748
352.722,0.0640836,-238.748
352.73,0.0639655,-238.748
352.738,0.064123,-238.748
352.747,0.0640836,-238.748
352.755,0.064123,-238.748
352.763,0.0640443,-238.748
352.772,0.0640836,-238.748
352.78,0.0640836,-238.748
352.788,0.0640836,-238.748
352.797,0.0640836,-238.748
352.805,0.0642018,-238.748
352.813,0.064123,-238.748
352.822,0.064123,-238.748
352.83,0.064123,-238.748
352.838,0.0640443,-238.748
352.847,0.064123,-238.748
352.855,0.0640836,-238.748
352.863,0.0640049,-238.748
352.872,0.064123,-238.748
352.88,0.0641624,-238.748
352.888,0.0640836,-238.748
352.897,0.0642018,-238.748
352.905,0.0640836,-238.748
352.913,0.0640836,-238.748
352.922,0.0642018,-238.748
352.93,0.064123,-238.748
352.938,0.064123,-238.748
352.947,0.0642018,-238.748
352.955,0.0640443,-238.748
352.963,0.064123,-238.748
352.972,0.064123,-238.748
352.98,0.064123,-238.748
352.988,0.0641624,-238.748
352.997,0.064123,-238.748
353.005,0.0641624,-238.748
353.013,0.064123,-238.748
353.022,0.0640836,-238.748
353.03,0.0640049,-238.748
353.038,0.0639655,-238.748
353.047,0.0640443,-238.748
353.055,0.064123,-238.748
353.063,0.0640836,-238.748
353.072,0.0642018,-238.748
353.08,0.0641624,-238.748
353.088,0.0642018,-238.748
353.097,0.0641624,-238.748
353.105,0.0641624,-238.748
353.113,0.064123,-238.748
353.122,0.0642018,-238.748
353.13,0.0641624,-238.748
353.138,0.0642805,-238.748
353.147,0.0640836,-238.748
353.155,0.064123,-238.748
353.163,0.064123,-238.748
353.172,0.0642411,-238.748
353.18,0.0640836,-238.748
353.188,0.064123,-238.748
353.197,0.0642018,-238.748
353.205,0.0640836,-238.748
353.213,0.064123,-238.748
353.222,0.064123,-238.748
353.23,0.0642411,-238.748
353.238,0.064123,-238.748
353.247,0.064123,-238.748
353.255,0.0642018,-238.748
353.263,0.0642411,-238.748
353.272,0.064123,-238.748
353.28,0.0642411,-238.748
353.288,0.064123,-238.748
353.297,0.0641624,-238.748
353.305,0.064123,-238.748
353.313,0.0642018,-238.748
353.322,0.0642018,-238.748
353.33,0.0642018,-238.748
353.338,0.0640443,-238.748
353.347,0.0641624,-238.748
353.355,0.0641624,-238.748
353.363,0.0642411,-238.748
353.372,0.0642411,-238.748
353.38,0.064123,-238.748
353.388,0.0641624,-238.748
353.397,0.0642805,-238.748
353.405,0.0641624,-238.748
353.413,0.0640836,-238.748
353.422,0.0642018,-238.748
353.43,0.0642018,-238.748
353.438,0.064123,-238.748
353.447,0.0641624,-238.748
