time/h,Ecell/V,(Q-Qo)/mA.h/g
264.813,0.0561687,-238.748
264.822,0.0560112,-238.748
264.83,0.0560112,-238.748
264.838,0.0560112,-238.748
264.847,0.0560112,-238.748
264.855,0.0560899,-238.748
264.863,0.0561687,-238.748
264.872,0.0560112,-238.748
264.88,0.0560112,-238.748
264.888,0.0560899,-238.748
264.897,0.0561293,-238.748
264.905,0.0560506,-238.748
264.913,0.0560112,-238.748
264.922,0.0560112,-238.748
264.93,0.0560899,-238.748
264.938,0.0560899,-238.748
264.947,0.0561293,-238.748
264.955,0.0562475,-238.748
264.963,0.0561687,-238.748
264.972,0.0560899,-238.748
264.98,0.0561293,-238.748
264.988,0.0560112,-238.748
264.997,0.0559718,-238.748
265.005,0.0560506,-238.748
265.013,0.0560506,-238.748
265.022,0.0560112,-238.748
265.03,0.0560506,-238.748
265.038,0.0561293,-238.748
265.047,0.0561293,-238.748
265.055,0.0559718,-238.748
265.063,0.0561293,-238.748
265.072,0.0560112,-238.748
265.08,0.0560506,-238.748
265.088,0.0560899,-238.748
265.097,0.0561687,-238.748
265.105,0.0560506,-238.748
265.113,0.0561687,-238.748
265.122,0.0561687,-238.748
265.13,0.0560899,-238.748
265.138,0.0560506,-238.748
265.147,0.0561687,-238.748
265.155,0.0560506,-238.748
265.163,0.0561293,-238.748
265.172,0.0561687,-238.748
265.18,0.0561687,-238.748
265.188,0.0560899,-238.748
265.197,0.0561293,-238.748
265.205,0.0558931,-238.748
265.213,0.0560112,-238.748
265.222,0.0560899,-238.748
265.23,0.0562081,-238.748
265.238,0.0561293,-238.748
265.247,0.0562081,-238.748
265.255,0.0560899,-238.748
265.263,0.0560899,-238.748
265.272,0.0560112,-238.748
265.28,0.0560112,-238.748
265.288,0.0560506,-238.748
265.297,0.0562475,-238.748
265.305,0.0560506,-238.748
265.313,0.0561687,-238.748
265.322,0.0560506,-238.748
265.33,0.0560506,-238.748
265.338,0.0560112,-238.748
265.347,0.0561293,-238.748
265.355,0.0562081,-238.748
265.363,0.0562475,-238.748
265.372,0.0562081,-238.748
265.38,0.0561293,-238.748
265.388,0.0561687,-238.748
265.397,0.0561687,-238.748
265.405,0.0561293,-238.748
265.413,0.0561687,-238.748
265.422,0.0560506,-238.748
265.43,0.0560899,-238.748
265.438,0.0561687,-238.748
265.447,0.0561687,-238.748
265.455,0.0561293,-238.748
265.463,0.0561293,-238.748
265.472,0.0561687,-238.748
265.48,0.0561293,-238.748
265.488,0.0562081,-238.748
265.497,0.0561293,-238.748
265.505,0.0561687,-238.748
265.513,0.0561293,-238.748
265.522,0.0560506,-238.748
265.53,0.0561293,-238.748
265.538,0.0561293,-238.748
265.547,0.0560112,-238.748
265.555,0.0561687,-238.748
265.563,0.0562475,-238.748
265.572,0.0561293,-238.748
265.58,0.0562081,-238.748
265.588,0.0561293,-238.748
265.597,0.0562475,-238.748
265.605,0.0560899,-238.748
265.613,0.0562475,-238.748
265.622,0.0562475,-238.748
265.63,0.0560112,-238.748
265.638,0.0560899,-238.748
265.647,0.0561293,-238.748
265.655,0.0561687,-238.748
265.663,0.0560899,-238.748
265.672,0.0560506,-238.748
265.68,0.0562475,-238.748
265.688,0.0561293,-238.748
265.697,0.0562081,-238.748
265.705,0.0560899,-238.748
265.713,0.0562081,-238.748
265.722,0.0561687,-238.748
265.73,0.0561293,-238.748
265.738,0.0561293,-238.748
265.747,0.0561293,-238.748
265.755,0.0561293,-238.748
265.763,0.0560506,-238.748
265.772,0.0560899,-238.748
265.78,0.0561293,-238.748
265.788,0.0561687,-238.748
265.797,0.0562475,-238.748
265.805,0.0562081,-238.748
265.813,0.0560899,-238.748
265.822,0.0563262,-238.748
265.83,0.0561687,-238.748
265.838,0.0562475,-238.748
265.847,0.0561687,-238.748
265.855,0.0562081,-238.748
265.863,0.0561687,-238.748
265.872,0.0562081,-238.748
265.88,0.0562081,-238.748
265.888,0.0561293,-238.748
265.897,0.0561293,-238.748
265.905,0.0562475,-238.748
265.913,0.0561293,-238.748
265.922,0.0562475,-238.748
265.93,0.0561293,-238.748
265.938,0.0562081,-238.748
265.947,0.0562081,-238.748
265.955,0.0561293,-238.748
265.963,0.0562081,-238.748
265.972,0.0562475,-238.748
265.98,0.0561687,-238.748
265.988,0.0561293,-238.748
265.997,0.0561687,-238.748
266.005,0.0562475,-238.748
266.013,0.0562475,-238.748
266.022,0.0562475,-238.748
266.03,0.0561687,-238.748
266.038,0.0562081,-238.748
266.047,0.0561687,-238.748
266.055,0.0561293,-238.748
266.063,0.0561687,-238.748
266.072,0.0561293,-238.748
266.08,0.0562868,-238.748
266.088,0.0563262,-238.748
266.097,0.0561293,-238.748
266.105,0.0561687,-238.748
266.113,0.0560899,-238.748
266.122,0.0562081,-238.748
266.13,0.0561687,-238.748
266.138,0.0562081,-238.748
266.147,0.0562081,-238.748
266.155,0.0560506,-238.748
266.163,0.0561687,-238.748
266.172,0.0561687,-238.748
266.18,0.0562475,-238.748
266.188,0.0562081,-238.748
266.197,0.0562475,-238.748
266.205,0.0562475,-238.748
266.213,0.0562081,-238.748
266.222,0.0562081,-238.748
266.23,0.0560899,-238.748
266.238,0.0562081,-238.748
266.247,0.0562081,-238.748
266.255,0.0562081,-238.748
266.263,0.0562081,-238.748
266.272,0.0561293,-238.748
266.28,0.0561293,-238.748
266.288,0.0562475,-238.748
266.297,0.0562475,-238.748
266.305,0.0561687,-238.748
266.313,0.0563262,-238.748
266.322,0.0562475,-238.748
266.33,0.0561293,-238.748
266.338,0.0562081,-238.748
266.347,0.0562081,-238.748
266.355,0.0561687,-238.748
266.363,0.0561687,-238.748
266.372,0.0562475,-238.748
266.38,0.0562868,-238.748
266.388,0.0562475,-238.748
266.397,0.0562081,-238.748
266.405,0.0562081,-238.748
266.413,0.0562475,-238.748
266.422,0.0561687,-238.748
266.43,0.0561687,-238.748
266.438,0.0562081,-238.748
266.447,0.0561293,-238.748
266.455,0.0562081,-238.748
266.463,0.0562475,-238.748
266.472,0.0562475,-238.748
266.48,0.0563262,-238.748
266.488,0.0562475,-238.748
266.497,0.0562868,-238.748
266.505,0.0561687,-238.748
266.513,0.0562475,-238.748
266.522,0.0562475,-238.748
266.53,0.0562475,-238.748
266.538,0.0562081,-238.748
266.547,0.0562868,-238.748
266.555,0.0562475,-238.748
266.563,0.0561687,-238.748
266.572,0.0562868,-238.748
266.58,0.0561293,-238.748
266.588,0.0562081,-238.748
266.597,0.0562475,-238.748
266.605,0.0562081,-238.748
266.613,0.0563656,-238.748
266.622,0.0562081,-238.748
266.63,0.0562868,-238.748
266.638,0.0562081,-238.748
266.647,0.0562081,-238.748
266.655,0.0561293,-238.748
266.663,0.0563262,-238.748
266.672,0.0562475,-238.748
266.68,0.0561687,-238.748
266.688,0.0562868,-238.748
266.697,0.0562475,-238.748
266.705,0.0562868,-238.748
266.713,0.0561687,-238.748
266.722,0.0562475,-238.748
266.73,0.0562475,-238.748
266.738,0.0563262,-238.748
266.747,0.0562475,-238.748
266.755,0.0562475,-238.748
266.763,0.0563656,-238.748
266.772,0.0562868,-238.748
266.78,0.0562475,-238.748
266.788,0.0563262,-238.748
266.797,0.0562475,-238.748
266.805,0.0562475,-238.748
266.813,0.0563262,-238.748
266.822,0.0562081,-238.748
266.83,0.0562868,-238.748
266.838,0.0562081,-238.748
266.847,0.0562475,-238.748
266.855,0.0563262,-238.748
266.863,0.0562475,-238.748
266.872,0.0562475,-238.748
266.88,0.0562475,-238.748
266.888,0.0563262,-238.748
266.897,0.0563262,-238.748
266.905,0.0562081,-238.748
266.913,0.0562475,-238.748
266.922,0.0562475,-238.748
266.93,0.0563262,-238.748
266.938,0.0562475,-238.748
266.947,0.0562475,-238.748
266.955,0.0562475,-238.748
266.963,0.0562475,-238.748
266.972,0.0563262,-238.748
266.98,0.0562475,-238.748
266.988,0.0562475,-238.748
266.997,0.0562868,-238.748
267.005,0.0562475,-238.748
267.013,0.0562081,-238.748
267.022,0.0561293,-238.748
267.03,0.0561293,-238.748
267.038,0.0563262,-238.748
267.047,0.0563262,-238.748
267.055,0.0562868,-238.748
267.063,0.0562475,-238.748
267.072,0.0562475,-238.748
267.08,0.0563262,-238.748
267.088,0.0562081,-238.748
267.097,0.0562475,-238.748
267.105,0.0562868,-238.748
267.113,0.0563262,-238.748
267.122,0.0562081,-238.748
267.13,0.0563656,-238.748
267.138,0.0563656,-238.748
267.147,0.0563656,-238.748
267.155,0.0562475,-238.748
267.163,0.0562475,-238.748
267.172,0.0562868,-238.748
267.18,0.0562475,-238.748
267.188,0.0562475,-238.748
267.197,0.0562868,-238.748
267.205,0.056405,-238.748
267.213,0.0563262,-238.748
267.222,0.0563262,-238.748
267.23,0.056405,-238.748
267.238,0.0562868,-238.748
267.247,0.0563262,-238.748
267.255,0.0562868,-238.748
267.263,0.0563262,-238.748
267.272,0.0562868,-238.748
267.28,0.0562868,-238.748
267.288,0.0561293,-238.748
267.297,0.056405,-238.748
267.305,0.0563262,-238.748
267.313,0.0563262,-238.748
267.322,0.0563656,-238.748
267.33,0.0562475,-238.748
267.338,0.0562868,-238.748
267.347,0.0563262,-238.748
267.355,0.0562475,-238.748
267.363,0.0563262,-238.748
267.372,0.0563656,-238.748
267.38,0.056405,-238.748
267.388,0.0562475,-238.748
267.397,0.0562475,-238.748
267.405,0.0563656,-238.748
267.413,0.056405,-238.748
267.422,0.056405,-238.748
267.43,0.0563656,-238.748
267.438,0.0562868,-238.748
267.447,0.056405,-238.748
267.455,0.0562081,-238.748
267.463,0.0563656,-238.748
267.472,0.0563262,-238.748
267.48,0.0563262,-238.748
267.488,0.0563656,-238.748
267.497,0.056405,-238.748
267.505,0.0563262,-238.748
267.513,0.0563656,-238.748
267.522,0.0563656,-238.748
267.53,0.0563262,-238.748
267.538,0.0562868,-238.748
267.547,0.0562868,-238.748
267.555,0.056405,-238.748
267.563,0.0563262,-238.748
267.572,0.0563656,-238.748
267.58,0.056405,-238.748
267.588,0.0563262,-238.748
267.597,0.056405,-238.748
267.605,0.0562868,-238.748
267.613,0.0562868,-238.748
267.622,0.0563656,-238.748
267.63,0.0563656,-238.748
267.638,0.056405,-238.748
267.647,0.056405,-238.748
267.655,0.0564444,-238.748
267.663,0.0563262,-238.748
267.672,0.0563262,-238.748
267.68,0.0562868,-238.748
267.688,0.0563262,-238.748
267.697,0.0563656,-238.748
267.705,0.0562868,-238.748
267.713,0.0563656,-238.748
267.722,0.0563656,-238.748
267.73,0.0562475,-238.748
267.738,0.0562868,-238.748
267.747,0.0563656,-238.748
267.755,0.0563262,-238.748
267.763,0.0563262,-238.748
267.772,0.0563656,-238.748
267.78,0.0562868,-238.748
267.788,0.0563656,-238.748
267.797,0.056405,-238.748
267.805,0.0562868,-238.748
267.813,0.0564444,-238.748
267.822,0.0562868,-238.748
267.83,0.0563656,-238.748
267.838,0.0562868,-238.748
267.847,0.0563262,-238.748
267.855,0.0563656,-238.748
267.863,0.0562868,-238.748
267.872,0.0562868,-238.748
267.88,0.0563262,-238.748
267.888,0.0563262,-238.748
267.897,0.0563262,-238.748
267.905,0.0562868,-238.748
267.913,0.056405,-238.748
267.922,0.0564444,-238.748
267.93,0.0563262,-238.748
267.938,0.0563262,-238.748
267.947,0.0563656,-238.748
267.955,0.0563656,-238.748
267.963,0.0563656,-238.748
267.972,0.0563262,-238.748
267.98,0.0563656,-238.748
267.988,0.0563656,-238.748
267.997,0.0565231,-238.748
268.005,0.0563262,-238.748
268.013,0.0564837,-238.748
268.022,0.0563262,-238.748
268.03,0.0562868,-238.748
268.038,0.0563656,-238.748
268.047,0.056405,-238.748
268.055,0.0564444,-238.748
268.063,0.056405,-238.748
268.072,0.0563262,-238.748
268.08,0.056405,-238.748
268.088,0.0563656,-238.748
268.097,0.0564837,-238.748
268.105,0.0564444,-238.748
268.113,0.0563262,-238.748
268.122,0.0563656,-238.748
268.13,0.0564444,-238.748
268.138,0.056405,-238.748
268.147,0.0564444,-238.748
268.155,0.0564444,-238.748
268.163,0.056405,-238.748
268.172,0.0563656,-238.748
268.18,0.056405,-238.748
268.188,0.056405,-238.748
268.197,0.0563656,-238.748
268.205,0.0563656,-238.748
268.213,0.0562868,-238.748
268.222,0.0563656,-238.748
268.23,0.0564837,-238.748
268.238,0.0563656,-238.748
268.247,0.056405,-238.748
268.255,0.056405,-238.748
268.263,0.0565231,-238.748
268.272,0.0564444,-238.748
268.28,0.0564837,-238.748
268.288,0.0564444,-238.748
268.297,0.0564444,-238.748
268.305,0.0564444,-238.748
268.313,0.0563262,-238.748
268.322,0.0563656,-238.748
268.33,0.056405,-238.748
268.338,0.056405,-238.748
268.347,0.0564444,-238.748
268.355,0.056405,-238.748
268.363,0.0564444,-238.748
268.372,0.0564444,-238.748
268.38,0.0563656,-238.748
268.388,0.0562868,-238.748
268.397,0.0564444,-238.748
268.405,0.0563656,-238.748
268.413,0.0564444,-238.748
268.422,0.0564444,-238.748
268.43,0.056405,-238.748
268.438,0.0564837,-238.748
268.447,0.0564444,-238.748
268.455,0.0564444,-238.748
268.463,0.0564444,-238.748
268.472,0.0563262,-238.748
268.48,0.0564837,-238.748
268.488,0.0563656,-238.748
268.497,0.0563656,-238.748
268.505,0.056405,-238.748
268.513,0.0564837,-238.748
268.522,0.0564444,-238.748
268.53,0.0564444,-238.748
268.538,0.0564837,-238.748
268.547,0.056405,-238.748
268.555,0.056405,-238.748
268.563,0.056405,-238.748
268.572,0.0563656,-238.748
268.58,0.0564444,-238.748
268.588,0.0564444,-238.748
268.597,0.0564444,-238.748
268.605,0.0564444,-238.748
268.613,0.0565625,-238.748
268.622,0.0564444,-238.748
268.63,0.056405,-238.748
268.638,0.056405,-238.748
268.647,0.0565231,-238.748
268.655,0.056405,-238.748
268.663,0.0563262,-238.748
268.672,0.0564837,-238.748
268.68,0.0564444,-238.748
268.688,0.0564444,-238.748
268.697,0.0564444,-238.748
268.705,0.0565231,-238.748
268.713,0.0564444,-238.748
268.722,0.0564444,-238.748
268.73,0.0564444,-238.748
268.738,0.0564837,-238.748
268.747,0.0565231,-238.748
268.755,0.0564444,-238.748
268.763,0.056405,-238.748
268.772,0.0564444,-238.748
268.78,0.056405,-238.748
268.788,0.0564444,-238.748
268.797,0.0563262,-238.748
268.805,0.0564444,-238.748
268.813,0.0564444,-238.748
268.822,0.0564444,-238.748
268.83,0.0564837,-238.748
268.838,0.0565625,-238.748
268.847,0.0564444,-238.748
268.855,0.056405,-238.748
268.863,0.0564837,-238.748
268.872,0.0564444,-238.748
268.88,0.0564444,-238.748
268.888,0.0564837,-238.748
268.897,0.0565231,-238.748
268.905,0.056405,-238.748
268.913,0.0565231,-238.748
268.922,0.056405,-238.748
268.93,0.0564837,-238.748
268.938,0.0564837,-238.748
268.947,0.056405,-238.748
268.955,0.0564444,-238.748
268.963,0.0565231,-238.748
268.972,0.0565231,-238.748
268.98,0.0564837,-238.748
268.988,0.056405,-238.748
268.997,0.0564444,-238.748
269.005,0.0565231,-238.748
269.013,0.0564837,-238.748
269.022,0.0564444,-238.748
269.03,0.0564837,-238.748
269.038,0.0565231,-238.748
269.047,0.0565231,-238.748
269.055,0.0564837,-238.748
269.063,0.0565625,-238.748
269.072,0.0565625,-238.748
269.08,0.0565231,-238.748
269.088,0.0564837,-238.748
269.097,0.0564444,-238.748
269.105,0.0565231,-238.748
269.113,0.056405,-238.748
269.122,0.056405,-238.748
269.13,0.0565231,-238.748
269.138,0.0565231,-238.748
269.147,0.0564444,-238.748
269.155,0.0565625,-238.748
269.163,0.0564837,-238.748
269.172,0.056405,-238.748
269.18,0.0565231,-238.748
269.188,0.0565231,-238.748
269.197,0.0565231,-238.748
269.205,0.0565231,-238.748
269.213,0.0564444,-238.748
269.222,0.0564837,-238.748
269.23,0.0564837,-238.748
269.238,0.0565625,-238.748
269.247,0.0564444,-238.748
269.255,0.0565625,-238.748
269.263,0.0564837,-238.748
269.272,0.0564837,-238.748
269.28,0.0564837,-238.748
269.288,0.0565231,-238.748
269.297,0.0564444,-238.748
269.305,0.0565231,-238.748
269.313,0.0564837,-238.748
269.322,0.0564444,-238.748
269.33,0.0566019,-238.748
269.338,0.056405,-238.748
269.347,0.0565231,-238.748
269.355,0.0565231,-238.748
269.363,0.0565625,-238.748
269.372,0.0565625,-238.748
269.38,0.0564837,-238.748
269.388,0.0564837,-238.748
269.397,0.0565625,-238.748
269.405,0.0565231,-238.748
269.413,0.0565231,-238.748
269.422,0.0566019,-238.748
269.43,0.0565625,-238.748
269.438,0.0565231,-238.748
269.447,0.0565625,-238.748
269.455,0.0565231,-238.748
269.463,0.0565231,-238.748
269.472,0.0564444,-238.748
269.48,0.0566019,-238.748
269.488,0.0566019,-238.748
269.497,0.0564837,-238.748
269.505,0.0565625,-238.748
269.513,0.0564837,-238.748
269.522,0.0564837,-238.748
269.53,0.0564837,-238.748
269.538,0.0565231,-238.748
269.547,0.0565625,-238.748
269.555,0.0566806,-238.748
269.563,0.0565231,-238.748
269.572,0.0564444,-238.748
269.58,0.0565231,-238.748
269.588,0.0565231,-238.748
269.597,0.0564444,-238.748
269.605,0.0565231,-238.748
269.613,0.0565231,-238.748
269.622,0.0565625,-238.748
269.63,0.0565625,-238.748
269.638,0.0565625,-238.748
269.647,0.0565625,-238.748
269.655,0.0566019,-238.748
269.663,0.0564837,-238.748
269.672,0.0565231,-238.748
269.68,0.0565231,-238.748
269.688,0.0563262,-238.748
269.697,0.0564837,-238.748
269.705,0.0566019,-238.748
269.713,0.0565231,-238.748
269.722,0.0566019,-238.748
269.73,0.0565231,-238.748
269.738,0.0565625,-238.748
269.747,0.0565625,-238.748
269.755,0.0565625,-238.748
269.763,0.0566019,-238.748
269.772,0.0564837,-238.748
269.78,0.0565231,-238.748
269.788,0.0566412,-238.748
269.797,0.0566019,-238.748
269.805,0.0565625,-238.748
269.813,0.0565625,-238.748
269.822,0.0565625,-238.748
269.83,0.0565625,-238.748
269.838,0.0565231,-238.748
269.847,0.0565231,-238.748
269.855,0.0564837,-238.748
269.863,0.0564837,-238.748
269.872,0.0565625,-238.748
269.88,0.0565231,-238.748
269.888,0.0566019,-238.748
269.897,0.0564837,-238.748
269.905,0.0564837,-238.748
269.913,0.0565625,-238.748
269.922,0.0565625,-238.748
269.93,0.0566019,-238.748
269.938,0.0565231,-238.748
269.947,0.0566806,-238.748
269.955,0.0565231,-238.748
269.963,0.0565231,-238.748
269.972,0.0565231,-238.748
269.98,0.0565231,-238.748
269.988,0.0565625,-238.748
269.997,0.0566412,-238.748
270.005,0.0566412,-238.748
270.013,0.0565625,-238.748
270.022,0.0566019,-238.748
270.03,0.0566412,-238.748
270.038,0.0565231,-238.748
270.047,0.0566019,-238.748
270.055,0.0565625,-238.748
270.063,0.0566019,-238.748
270.072,0.0566412,-238.748
270.08,0.0565625,-238.748
270.088,0.0566412,-238.748
270.097,0.05672,-238.748
270.105,0.0566019,-238.748
270.113,0.0566019,-238.748
270.122,0.0565625,-238.748
270.13,0.0565625,-238.748
270.138,0.0565231,-238.748
270.147,0.0566019,-238.748
270.155,0.0565625,-238.748
270.163,0.0566412,-238.748
270.172,0.0565625,-238.748
270.18,0.0565625,-238.748
270.188,0.0565625,-238.748
270.197,0.0564837,-238.748
270.205,0.0565231,-238.748
270.213,0.0565625,-238.748
270.222,0.0565625,-238.748
270.23,0.0566019,-238.748
270.238,0.0566019,-238.748
270.247,0.0564837,-238.748
270.255,0.0566019,-238.748
270.263,0.0566019,-238.748
270.272,0.0566019,-238.748
270.28,0.0566806,-238.748
270.288,0.0565231,-238.748
270.297,0.0565625,-238.748
270.305,0.0566412,-238.748
270.313,0.0566019,-238.748
270.322,0.05672,-238.748
270.33,0.0565625,-238.748
270.338,0.0566412,-238.748
270.347,0.0565625,-238.748
270.355,0.0566412,-238.748
270.363,0.0566019,-238.748
270.372,0.0566019,-238.748
270.38,0.0566019,-238.748
270.388,0.0566412,-238.748
270.397,0.0566019,-238.748
270.405,0.0565625,-238.748
270.413,0.0566412,-238.748
270.422,0.0565625,-238.748
270.43,0.0566412,-238.748
270.438,0.0566412,-238.748
270.447,0.0566806,-238.748
270.455,0.05672,-238.748
270.463,0.0566412,-238.748
270.472,0.0566412,-238.748
270.48,0.0566412,-238.748
270.488,0.0566412,-238.748
270.497,0.0566412,-238.748
270.505,0.0565625,-238.748
270.513,0.0566412,-238.748
270.522,0.0566412,-238.748
270.53,0.0566806,-238.748
270.538,0.0566806,-238.748
270.547,0.0566412,-238.748
270.555,0.0565625,-238.748
270.563,0.0566806,-238.748
270.572,0.0565625,-238.748
270.58,0.0566412,-238.748
270.588,0.0566412,-238.748
270.597,0.0565231,-238.748
270.605,0.0566806,-238.748
270.613,0.05672,-238.748
270.622,0.0566412,-238.748
270.63,0.0565625,-238.748
270.638,0.0566412,-238.748
270.647,0.0566806,-238.748
270.655,0.0566806,-238.748
270.663,0.0566806,-238.748
270.672,0.05672,-238.748
270.68,0.0566019,-238.748
270.688,0.0566412,-238.748
270.697,0.0565625,-238.748
270.705,0.0565625,-238.748
270.713,0.0566806,-238.748
270.722,0.0566019,-238.748
270.73,0.0566806,-238.748
270.738,0.0565231,-238.748
270.747,0.0566412,-238.748
270.755,0.05672,-238.748
270.763,0.0566412,-238.748
270.772,0.0566806,-238.748
270.78,0.0566806,-238.748
270.788,0.05672,-238.748
270.797,0.0566806,-238.748
270.805,0.0566806,-238.748
270.813,0.05672,-238.748
270.822,0.0565625,-238.748
270.83,0.05672,-238.748
270.838,0.0566019,-238.748
270.847,0.0566806,-238.748
270.855,0.0566806,-238.748
270.863,0.0567594,-238.748
270.872,0.0566412,-238.748
270.88,0.0566412,-238.748
270.888,0.05672,-238.748
270.897,0.05672,-238.748
270.905,0.0566412,-238.748
270.913,0.0566806,-238.748
270.922,0.0567594,-238.748
270.93,0.0566019,-238.748
270.938,0.0566412,-238.748
270.947,0.0566806,-238.748
270.955,0.0566806,-238.748
270.963,0.0566412,-238.748
270.972,0.0566412,-238.748
270.98,0.05672,-238.748
270.988,0.0567594,-238.748
270.997,0.0566019,-238.748
271.005,0.0566019,-238.748
271.013,0.0566412,-238.748
271.022,0.0566412,-238.748
271.03,0.0567594,-238.748
271.038,0.0567594,-238.748
271.047,0.05672,-238.748
271.055,0.05672,-238.748
271.063,0.0566806,-238.748
271.072,0.05672,-238.748
271.08,0.05672,-238.748
271.088,0.05672,-238.748
271.097,0.0566019,-238.748
271.105,0.05672,-238.748
271.113,0.0566806,-238.748
271.122,0.0566412,-238.748
271.13,0.0566806,-238.748
271.138,0.0566806,-238.748
271.147,0.05672,-238.748
271.155,0.0567594,-238.748
271.163,0.05672,-238.748
271.172,0.05672,-238.748
271.18,0.0565625,-238.748
271.188,0.05672,-238.748
271.197,0.0566806,-238.748
271.205,0.05672,-238.748
271.213,0.0568381,-238.748
271.222,0.0566412,-238.748
271.23,0.05672,-238.748
271.238,0.0566412,-238.748
271.247,0.0566806,-238.748
271.255,0.0566019,-238.748
271.263,0.05672,-238.748
271.272,0.0566412,-238.748
271.28,0.0566019,-238.748
271.288,0.0566806,-238.748
271.297,0.0567987,-238.748
271.305,0.05672,-238.748
271.313,0.0566806,-238.748
271.322,0.0566412,-238.748
271.33,0.0566806,-238.748
271.338,0.0566806,-238.748
271.347,0.05672,-238.748
271.355,0.0567594,-238.748
271.363,0.05672,-238.748
271.372,0.0567594,-238.748
271.38,0.0566412,-238.748
271.388,0.05672,-238.748
271.397,0.05672,-238.748
271.405,0.05672,-238.748
271.413,0.0567594,-238.748
271.422,0.0567594,-238.748
271.43,0.05672,-238.748
271.438,0.05672,-238.748
271.447,0.0568381,-238.748
271.455,0.0566806,-238.748
271.463,0.0566806,-238.748
271.472,0.0567987,-238.748
271.48,0.0566806,-238.748
271.488,0.05672,-238.748
271.497,0.05672,-238.748
271.505,0.0566412,-238.748
271.513,0.05672,-238.748
271.522,0.0567987,-238.748
271.53,0.0567987,-238.748
271.538,0.0566806,-238.748
271.547,0.0566806,-238.748
271.555,0.0567594,-238.748
271.563,0.05672,-238.748
271.572,0.0566019,-238.748
271.58,0.0567594,-238.748
271.588,0.05672,-238.748
271.597,0.05672,-238.748
271.605,0.05672,-238.748
271.613,0.0568381,-238.748
271.622,0.0567594,-238.748
271.63,0.0567594,-238.748
271.638,0.0567594,-238.748
271.647,0.0567594,-238.748
271.655,0.0567987,-238.748
271.663,0.0566412,-238.748
271.672,0.05672,-238.748
271.68,0.05672,-238.748
271.688,0.0567594,-238.748
271.697,0.05672,-238.748
271.705,0.0568381,-238.748
271.713,0.0567594,-238.748
271.722,0.05672,-238.748
271.73,0.0567594,-238.748
271.738,0.0568775,-238.748
271.747,0.0568775,-238.748
271.755,0.0567987,-238.748
271.763,0.0566806,-238.748
271.772,0.0566019,-238.748
271.78,0.0568381,-238.748
271.788,0.0567987,-238.748
271.797,0.0567987,-238.748
271.805,0.0566806,-238.748
271.813,0.0567594,-238.748
271.822,0.0568381,-238.748
271.83,0.0566412,-238.748
271.838,0.0566412,-238.748
271.847,0.0568381,-238.748
271.855,0.0568381,-238.748
271.863,0.0568381,-238.748
271.872,0.0566806,-238.748
271.88,0.05672,-238.748
271.888,0.05672,-238.748
271.897,0.0567987,-238.748
271.905,0.0567987,-238.748
271.913,0.0567987,-238.748
271.922,0.0568381,-238.748
271.93,0.0567594,-238.748
271.938,0.0567594,-238.748
271.947,0.0567987,-238.748
271.955,0.0566806,-238.748
271.963,0.05672,-238.748
271.972,0.0566806,-238.748
271.98,0.0567987,-238.748
271.988,0.0568381,-238.748
271.997,0.0567594,-238.748
272.005,0.0567594,-238.748
272.013,0.05672,-238.748
272.022,0.0568381,-238.748
272.03,0.0567987,-238.748
272.038,0.0568381,-238.748
272.047,0.0568381,-238.748
272.055,0.0568381,-238.748
272.063,0.0568381,-238.748
272.072,0.0567594,-238.748
272.08,0.0566806,-238.748
272.088,0.0567594,-238.748
272.097,0.05672,-238.748
272.105,0.0568381,-238.748
272.113,0.0568381,-238.748
272.122,0.0567987,-238.748
272.13,0.0567594,-238.748
272.138,0.0567594,-238.748
272.147,0.0568381,-238.748
272.155,0.0567594,-238.748
272.163,0.0568381,-238.748
272.172,0.05672,-238.748
272.18,0.0567987,-238.748
272.188,0.0566806,-238.748
272.197,0.0567594,-238.748
272.205,0.0568381,-238.748
272.213,0.05672,-238.748
272.222,0.0567987,-238.748
272.23,0.0568381,-238.748
272.238,0.0568775,-238.748
272.247,0.0567594,-238.748
272.255,0.0568381,-238.748
272.263,0.0566806,-238.748
272.272,0.0567594,-238.748
272.28,0.0567987,-238.748
272.288,0.0567594,-238.748
272.297,0.0567987,-238.748
272.305,0.0568381,-238.748
272.313,0.0567594,-238.748
272.322,0.0568381,-238.748
272.33,0.05672,-238.748
272.338,0.0569563,-238.748
272.347,0.0568381,-238.748
272.355,0.0568381,-238.748
272.363,0.0566806,-238.748
272.372,0.0569563,-238.748
272.38,0.0567987,-238.748
272.388,0.0567594,-238.748
272.397,0.0568381,-238.748
272.405,0.0568381,-238.748
272.413,0.0567594,-238.748
272.422,0.0568381,-238.748
272.43,0.0567987,-238.748
272.438,0.0567987,-238.748
272.447,0.0568775,-238.748
272.455,0.0568381,-238.748
272.463,0.0568775,-238.748
272.472,0.0567987,-238.748
272.48,0.0568381,-238.748
272.488,0.0568381,-238.748
272.497,0.0568381,-238.748
272.505,0.0569169,-238.748
272.513,0.0567594,-238.748
272.522,0.0568775,-238.748
272.53,0.0568775,-238.748
272.538,0.0567594,-238.748
272.547,0.0567594,-238.748
272.555,0.0568775,-238.748
272.563,0.0567987,-238.748
272.572,0.0568381,-238.748
272.58,0.0568775,-238.748
272.588,0.0567594,-238.748
272.597,0.0568775,-238.748
272.605,0.0568381,-238.748
272.613,0.0568381,-238.748
272.622,0.0567987,-238.748
